StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104
10,9.0,8.0,6.0,8.0,6.0,6.0,10.0,7.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,9.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,9.0,7.0,6.0,6.0,6.0,9.0,7.0,
11,8.0,9.0,9.0,7.0,6.0,6.0,8.0,9.0,7.0,7.0,6.0,8.0,10.0,8.0,7.0,10.0,8.0,6.0,6.0,7.0,7.0,9.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,6.0,
12,10.0,9.0,7.0,7.0,7.0,6.0,9.0,7.0,8.0,10.0,6.0,6.0,7.0,8.0,9.0,7.0,8.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,6.0,6.0,
13,6.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,9.0,10.0,6.0,6.0,7.0,6.0,9.0,7.0,6.0,6.0,7.0,8.0,9.0,6.0,7.0,10.0,8.0,8.0,8.0,6.0,6.0,6.0,
14,7.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,10.0,8.0,7.0,7.0,7.0,6.0,7.0,9.0,6.0,6.0,8.0,6.0,6.0,10.0,9.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,
15,6.0,8.0,6.0,7.0,9.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,8.0,9.0,6.0,6.0,7.0,6.0,9.0,7.0,10.0,9.0,10.0,9.0,8.0,6.0,9.0,10.0,8.0,6.0,
16,6.0,9.0,7.0,7.0,8.0,8.0,9.0,6.0,6.0,6.0,7.0,6.0,9.0,6.0,7.0,6.0,10.0,7.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,
17,9.0,8.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,10.0,7.0,9.0,8.0,9.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,
18,9.0,9.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,7.0,8.0,9.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,
19,10.0,8.0,6.0,7.0,8.0,6.0,9.0,10.0,6.0,10.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,10.0,7.0,6.0,6.0,10.0,6.0,
20,6.0,6.0,6.0,8.0,8.0,9.0,8.0,7.0,6.0,10.0,8.0,6.0,9.0,7.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,9.0,6.0,7.0,6.0,8.0,8.0,9.0,6.0,6.0,
21,8.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,9.0,10.0,6.0,8.0,7.0,6.0,8.0,7.0,9.0,6.0,9.0,7.0,6.0,8.0,9.0,7.0,7.0,6.0,
22,7.0,9.0,7.0,8.0,9.0,6.0,7.0,9.0,6.0,8.0,9.0,7.0,6.0,8.0,7.0,6.0,7.0,9.0,8.0,8.0,10.0,9.0,6.0,9.0,10.0,8.0,8.0,6.0,10.0,7.0,
23,8.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,6.0,6.0,6.0,6.0,10.0,7.0,6.0,6.0,10.0,6.0,7.0,9.0,8.0,6.0,9.0,8.0,7.0,7.0,6.0,6.0,8.0,7.0,
24,8.0,9.0,8.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,10.0,6.0,6.0,7.0,6.0,9.0,6.0,6.0,9.0,
25,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,6.0,8.0,9.0,8.0,9.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0,9.0,7.0,7.0,6.0,6.0,
26,7.0,7.0,6.0,8.0,9.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0,9.0,7.0,6.0,8.0,9.0,6.0,6.0,8.0,8.0,6.0,8.0,9.0,6.0,7.0,6.0,
27,9.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,6.0,10.0,10.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,
28,7.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,9.0,8.0,6.0,8.0,10.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,9.0,8.0,9.0,6.0,6.0,7.0,6.0,6.0,6.0,
29,7.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,10.0,8.0,7.0,7.0,6.0,9.0,9.0,6.0,6.0,6.0,7.0,9.0,6.0,8.0,
30,8.0,8.0,6.0,6.0,8.0,6.0,9.0,7.0,6.0,8.0,7.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,
31,7.0,9.0,6.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,
32,7.0,8.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,9.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,9.0,7.0,6.0,10.0,7.0,6.0,6.0,
33,8.0,10.0,7.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,9.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,
34,7.0,9.0,6.0,9.0,6.0,6.0,6.0,7.0,10.0,6.0,6.0,6.0,6.0,8.0,9.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,9.0,7.0,8.0,6.0,6.0,7.0,6.0,
35,8.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,9.0,7.0,6.0,7.0,10.0,7.0,6.0,8.0,9.0,8.0,9.0,6.0,7.0,9.0,6.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,
36,6.0,10.0,7.0,6.0,9.0,6.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,6.0,7.0,9.0,7.0,6.0,8.0,10.0,9.0,8.0,9.0,6.0,6.0,10.0,8.0,6.0,6.0,8.0,
37,6.0,10.0,6.0,7.0,7.0,7.0,8.0,9.0,6.0,10.0,7.0,8.0,9.0,8.0,7.0,10.0,6.0,6.0,8.0,7.0,10.0,10.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,
38,8.0,10.0,6.0,6.0,7.0,8.0,6.0,9.0,7.0,6.0,6.0,8.0,9.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,
39,6.0,10.0,7.0,7.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0,6.0,10.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,9.0,8.0,7.0,6.0,6.0,6.0,9.0,6.0,8.0,10.0,
40,8.0,10.0,6.0,8.0,7.0,7.0,7.0,6.0,8.0,10.0,6.0,6.0,7.0,6.0,9.0,6.0,8.0,9.0,7.0,6.0,8.0,7.0,10.0,8.0,6.0,8.0,9.0,7.0,7.0,6.0,
41,9.0,8.0,6.0,9.0,7.0,6.0,8.0,9.0,9.0,6.0,6.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,10.0,6.0,10.0,6.0,
42,9.0,10.0,6.0,9.0,8.0,6.0,8.0,6.0,7.0,9.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,6.0,9.0,9.0,7.0,6.0,8.0,6.0,9.0,6.0,10.0,7.0,7.0,
43,6.0,10.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,6.0,8.0,6.0,7.0,9.0,8.0,8.0,6.0,7.0,6.0,9.0,6.0,7.0,6.0,8.0,7.0,6.0,8.0,6.0,
44,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,9.0,7.0,7.0,6.0,7.0,7.0,7.0,10.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,
45,10.0,10.0,7.0,6.0,6.0,7.0,8.0,10.0,8.0,7.0,6.0,6.0,9.0,8.0,6.0,10.0,6.0,7.0,6.0,9.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,6.0,
46,9.0,6.0,7.0,6.0,6.0,6.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,6.0,9.0,8.0,7.0,8.0,7.0,7.0,9.0,9.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,
47,6.0,10.0,8.0,7.0,9.0,7.0,6.0,7.0,8.0,8.0,9.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,9.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,10.0,6.0,6.0,9.0,
48,6.0,10.0,6.0,9.0,8.0,6.0,7.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,9.0,10.0,7.0,9.0,6.0,10.0,6.0,6.0,7.0,8.0,
49,7.0,6.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,10.0,6.0,6.0,10.0,7.0,7.0,6.0,10.0,6.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,9.0,6.0,8.0,6.0,
50,6.0,8.0,10.0,7.0,8.0,6.0,10.0,10.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,9.0,6.0,9.0,6.0,7.0,10.0,7.0,10.0,8.0,8.0,8.0,7.0,8.0,6.0,
51,9.0,10.0,8.0,9.0,7.0,6.0,6.0,6.0,9.0,7.0,6.0,7.0,8.0,10.0,6.0,8.0,6.0,8.0,7.0,6.0,9.0,7.0,6.0,10.0,6.0,9.0,9.0,6.0,9.0,7.0,
52,6.0,9.0,6.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,9.0,8.0,7.0,6.0,8.0,9.0,7.0,8.0,6.0,8.0,9.0,7.0,6.0,6.0,
53,7.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,9.0,6.0,8.0,6.0,9.0,7.0,7.0,6.0,9.0,6.0,9.0,9.0,10.0,9.0,8.0,9.0,6.0,8.0,6.0,8.0,6.0,8.0,
54,8.0,10.0,7.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,10.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,
55,6.0,8.0,6.0,8.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,9.0,10.0,7.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,9.0,6.0,6.0,8.0,6.0,
56,6.0,7.0,6.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,10.0,7.0,7.0,7.0,8.0,10.0,8.0,10.0,10.0,8.0,7.0,6.0,6.0,6.0,9.0,6.0,
57,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,9.0,7.0,6.0,6.0,8.0,9.0,7.0,7.0,8.0,6.0,8.0,6.0,9.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,7.0,
58,9.0,9.0,6.0,6.0,7.0,6.0,7.0,7.0,10.0,7.0,10.0,7.0,8.0,7.0,6.0,10.0,6.0,6.0,8.0,7.0,7.0,9.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,
59,7.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,9.0,7.0,6.0,8.0,9.0,9.0,6.0,8.0,10.0,7.0,7.0,6.0,
60,7.0,9.0,8.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,8.0,7.0,6.0,6.0,9.0,10.0,
61,9.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,6.0,6.0,10.0,7.0,7.0,8.0,7.0,7.0,9.0,6.0,8.0,8.0,7.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,
62,8.0,10.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,10.0,7.0,7.0,10.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,7.0,9.0,6.0,6.0,9.0,6.0,9.0,7.0,
63,8.0,6.0,8.0,6.0,9.0,7.0,10.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,6.0,10.0,6.0,8.0,9.0,6.0,9.0,6.0,7.0,6.0,6.0,9.0,7.0,6.0,7.0,
64,8.0,7.0,6.0,10.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,8.0,10.0,8.0,6.0,10.0,6.0,7.0,6.0,10.0,6.0,9.0,8.0,8.0,8.0,6.0,9.0,7.0,7.0,
65,7.0,8.0,6.0,9.0,7.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,8.0,9.0,7.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,9.0,8.0,7.0,7.0,8.0,8.0,6.0,9.0,
66,8.0,7.0,7.0,9.0,7.0,6.0,7.0,6.0,10.0,6.0,6.0,6.0,9.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,9.0,
67,8.0,9.0,7.0,8.0,8.0,6.0,10.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,6.0,10.0,6.0,10.0,6.0,10.0,6.0,7.0,8.0,7.0,8.0,6.0,
68,6.0,8.0,8.0,6.0,6.0,6.0,9.0,7.0,6.0,10.0,6.0,8.0,8.0,7.0,9.0,9.0,6.0,7.0,6.0,6.0,10.0,7.0,6.0,8.0,6.0,9.0,8.0,6.0,7.0,6.0,
69,10.0,10.0,6.0,8.0,9.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0,8.0,9.0,10.0,6.0,8.0,7.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,
70,6.0,10.0,6.0,7.0,7.0,10.0,8.0,7.0,10.0,9.0,6.0,7.0,6.0,9.0,8.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,6.0,6.0,6.0,
71,8.0,10.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0,8.0,6.0,6.0,7.0,9.0,6.0,10.0,7.0,7.0,6.0,
72,10.0,7.0,6.0,7.0,6.0,10.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,9.0,6.0,6.0,9.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,
73,6.0,6.0,8.0,6.0,6.0,6.0,7.0,7.0,9.0,10.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,9.0,7.0,10.0,7.0,8.0,7.0,7.0,10.0,7.0,8.0,8.0,
74,8.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,6.0,7.0,9.0,6.0,8.0,7.0,
75,8.0,8.0,6.0,8.0,7.0,7.0,7.0,6.0,9.0,6.0,6.0,7.0,6.0,6.0,10.0,8.0,8.0,6.0,9.0,6.0,8.0,6.0,9.0,7.0,6.0,6.0,9.0,6.0,10.0,6.0,
76,8.0,6.0,9.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,10.0,8.0,10.0,6.0,9.0,8.0,9.0,10.0,6.0,7.0,6.0,7.0,10.0,6.0,
77,6.0,9.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,9.0,7.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,7.0,9.0,7.0,7.0,8.0,9.0,
78,7.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,9.0,7.0,7.0,10.0,7.0,7.0,6.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,6.0,7.0,6.0,
79,8.0,7.0,6.0,6.0,9.0,6.0,8.0,6.0,7.0,8.0,6.0,6.0,9.0,8.0,6.0,6.0,9.0,6.0,7.0,8.0,6.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,6.0,
80,8.0,7.0,7.0,8.0,7.0,9.0,7.0,6.0,7.0,6.0,6.0,6.0,9.0,7.0,6.0,6.0,10.0,7.0,9.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,7.0,
81,6.0,8.0,6.0,8.0,6.0,6.0,6.0,10.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,9.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,
82,6.0,6.0,6.0,6.0,7.0,6.0,9.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,9.0,7.0,7.0,7.0,7.0,6.0,9.0,10.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,
83,7.0,10.0,6.0,8.0,6.0,7.0,7.0,6.0,9.0,6.0,6.0,10.0,9.0,7.0,7.0,6.0,6.0,10.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,10.0,7.0,6.0,7.0,
84,6.0,10.0,6.0,7.0,6.0,8.0,9.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0,7.0,9.0,9.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,6.0,7.0,8.0,8.0,7.0,6.0,
85,6.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,7.0,10.0,7.0,6.0,8.0,7.0,10.0,8.0,10.0,8.0,
86,6.0,7.0,8.0,6.0,6.0,8.0,9.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,7.0,10.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,
87,8.0,8.0,10.0,9.0,6.0,6.0,6.0,6.0,9.0,10.0,6.0,6.0,6.0,6.0,8.0,9.0,7.0,6.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,7.0,10.0,6.0,
88,8.0,9.0,9.0,8.0,7.0,7.0,6.0,7.0,6.0,9.0,6.0,7.0,9.0,7.0,7.0,6.0,10.0,6.0,6.0,8.0,6.0,7.0,6.0,9.0,6.0,7.0,10.0,6.0,7.0,7.0,
89,7.0,8.0,6.0,8.0,7.0,6.0,8.0,10.0,6.0,6.0,6.0,9.0,7.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,
90,8.0,7.0,6.0,6.0,8.0,6.0,9.0,6.0,7.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,10.0,8.0,8.0,6.0,7.0,7.0,9.0,7.0,8.0,
91,7.0,7.0,6.0,9.0,6.0,6.0,8.0,10.0,7.0,9.0,6.0,6.0,9.0,10.0,6.0,6.0,7.0,7.0,7.0,9.0,6.0,8.0,10.0,9.0,6.0,9.0,8.0,7.0,6.0,8.0,
92,10.0,10.0,8.0,6.0,10.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,9.0,6.0,8.0,9.0,7.0,6.0,9.0,6.0,7.0,6.0,8.0,8.0,10.0,8.0,6.0,6.0,6.0,
93,10.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,9.0,6.0,6.0,8.0,6.0,7.0,8.0,10.0,8.0,7.0,6.0,8.0,7.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,6.0,6.0,
94,8.0,10.0,6.0,7.0,6.0,7.0,9.0,8.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,10.0,6.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0,10.0,6.0,
95,6.0,9.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,7.0,6.0,10.0,7.0,7.0,9.0,6.0,6.0,10.0,6.0,9.0,6.0,8.0,7.0,7.0,6.0,6.0,
96,7.0,6.0,10.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,6.0,10.0,7.0,7.0,7.0,6.0,7.0,9.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0,10.0,7.0,8.0,6.0,
97,9.0,10.0,10.0,6.0,8.0,6.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,9.0,8.0,6.0,8.0,
98,6.0,6.0,6.0,9.0,6.0,6.0,8.0,10.0,9.0,7.0,8.0,8.0,10.0,7.0,6.0,9.0,7.0,6.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,9.0,6.0,6.0,6.0,
99,6.0,6.0,6.0,6.0,6.0,6.0,10.0,8.0,7.0,8.0,6.0,6.0,8.0,7.0,7.0,6.0,10.0,8.0,7.0,9.0,6.0,6.0,9.0,6.0,6.0,6.0,10.0,6.0,7.0,6.0,
100,8.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,6.0,6.0,6.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,
101,6.0,8.0,6.0,10.0,6.0,7.0,8.0,6.0,9.0,7.0,6.0,9.0,8.0,6.0,8.0,8.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,9.0,6.0,6.0,9.0,6.0,7.0,6.0,
102,6.0,10.0,7.0,7.0,6.0,7.0,6.0,9.0,6.0,8.0,7.0,7.0,9.0,9.0,8.0,10.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,9.0,9.0,6.0,8.0,7.0,10.0,6.0,
103,6.0,8.0,7.0,9.0,6.0,6.0,7.0,6.0,7.0,10.0,6.0,9.0,8.0,8.0,9.0,7.0,6.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,6.0,8.0,9.0,10.0,6.0,6.0,
104,8.0,10.0,8.0,6.0,8.0,7.0,8.0,7.0,10.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,8.0,6.0,8.0,9.0,8.0,8.0,6.0,6.0,9.0,7.0,9.0,6.0,
105,9.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,9.0,6.0,6.0,9.0,10.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,7.0,10.0,6.0,
106,6.0,9.0,6.0,7.0,9.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,10.0,6.0,7.0,7.0,6.0,9.0,9.0,6.0,8.0,8.0,8.0,7.0,10.0,6.0,
107,8.0,9.0,6.0,6.0,9.0,7.0,9.0,10.0,7.0,6.0,6.0,6.0,9.0,7.0,6.0,10.0,8.0,7.0,7.0,6.0,9.0,9.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,
108,6.0,7.0,8.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,9.0,9.0,9.0,6.0,8.0,8.0,6.0,8.0,7.0,7.0,6.0,
109,7.0,8.0,8.0,6.0,8.0,6.0,9.0,6.0,8.0,8.0,7.0,6.0,9.0,6.0,9.0,6.0,6.0,8.0,7.0,9.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,10.0,8.0,6.0,
